outcome,month,mmwr_week,age_group,vaccine_product,one_boosted_with_outcome,one_booster_population,two_boosted_with_outcome,two_booster_population,vaccinated_with_outcome,fully_vaccinated_population,unvaccinated_with_outcome,unvaccinated_population,crude_one_booster_ir,crude_two_booster_ir,crude_vax_ir,crude_unvax_ir,crude_irr,crude_one_booster_irr,crude_two_booster_irr,crude_one_two_booster_irr,age_adj_one_booster_ir,age_adj_two_booster_ir,age_adj_vax_ir,age_adj_unvax_ir,age_adj_one_booster_irr,age_adj_two_booster_irr,age_adj_vax_irr,age_adj_one_two_booster_irr,continuity_correction
case,MAR 2022,202213,50-64,all_types,9456,16833128,89,175807,4272,14915165,5178,6258819.05,56.17494265,50.6236953,28.64198955,82.73126222,2.888460737,1.472743154,1.63423989,1.109657095,,,,,,,,,1
case,MAR 2022,202213,65+,all_types,8497,19712573,138,325768,2787,10201163,3829,2925296.85,43.10446942,42.36143513,27.32041435,130.892699,4.791021736,3.036638677,3.089902374,1.017540347,,,,,,,,,1
case,MAR 2022,202213,all_ages,Janssen,807,1996405,6,26780,680,2500857,9007,9184115.9,40.42265973,22.40477969,27.19067904,98.07149755,3.606805752,2.426151525,4.377257841,1.804198046,39.25860671,18.52947472,27.80301769,104.7570983,2.668385535,5.653538476,3.767831946,2.118711259,1
case,MAR 2022,202213,all_ages,Moderna,7407,16427853,100,221352,2684,10398464,9007,9184115.9,45.08805868,45.17691279,25.81150447,98.07149755,3.79952659,2.175110227,2.170832213,0.998033196,47.00008354,49.91298568,25.80632925,104.7570983,2.22887047,2.098794469,4.059356806,0.941640395,1
case,MAR 2022,202213,all_ages,Pfizer,9722,18082006,120,247654,3688,12193852,9007,9184115.9,53.76615847,48.45469889,30.24474957,98.07149755,3.242595788,1.824037654,2.023983221,1.109617017,54.46117156,48.41864101,30.18399416,104.7570983,1.923519,2.163569569,3.470617498,1.124797607,1
case,MAR 2022,202213,all_ages,all_types,17953,36545701,227,501575,7059,25116328,9007,9184115.9,49.12479309,45.25743907,28.10522303,98.07149755,3.489440289,1.996374771,2.166969665,1.085452339,50.19737803,46.84508735,28.037589,104.7570983,2.086903786,2.236245126,3.736309077,1.0715612,1
case,APR 2022,202214,50-64,all_types,13092,16905600,149,187504,5591,14848807,6545,6235676.05,77.44179444,79.46497141,37.65285656,104.960552,2.787585367,1.355347622,1.320840492,0.974540015,,,,,,,,,1
case,APR 2022,202214,65+,all_types,12120,19738429,284,358355,3356,10152777,4619,2901265.85,61.40306303,79.25102203,33.05499569,159.2063685,4.81640869,2.592808251,2.00888726,0.774792065,,,,,,,,,1
case,APR 2022,202214,all_ages,Janssen,978,2005589,5,28043,812,2492399,11164,9136941.9,48.76372976,17.82976144,32.57905335,122.1853014,3.750425161,2.505659473,6.852884815,2.734962547,47.75682459,18.28411199,33.30000041,129.7689784,2.717286577,7.097362918,3.89696627,2.611930217,1
case,APR 2022,202214,all_ages,Moderna,10264,16468469,184,240209,3460,10349128,11164,9136941.9,62.3251621,76.59996087,33.43276844,122.1853014,3.654657006,1.960448995,1.595109188,0.81364483,64.56480199,76.51536241,33.42379887,129.7689784,2.009902832,1.695985934,3.882532291,0.843814888,1
case,APR 2022,202214,all_ages,Pfizer,13950,18130535,244,271711,4668,12136994,11164,9136941.9,76.94202074,89.80129623,38.46092369,122.1853014,3.176868616,1.588017838,1.36061846,0.856803008,77.87038822,91.38223438,37.9966816,129.7689784,1.666474014,1.420067908,3.415271359,0.852139245,1
case,APR 2022,202214,all_ages,all_types,25212,36644029,433,545859,8947,25001584,11164,9136941.9,68.80247802,79.32451421,35.78573262,122.1853014,3.414357971,1.775885185,1.540322089,0.867354546,70.10674606,79.36712521,35.55010098,129.7689784,1.851019847,1.63504698,3.650312511,0.88332223,1
case,APR 2022,202215,50-64,all_types,17794,16900157,304,294338,7398,14768505,8279,6210876.05,105.2889627,103.2826207,50.09308661,133.2984258,2.661014419,1.266024684,1.290618159,1.019425747,,,,,,,,,1
case,APR 2022,202215,65+,all_types,16496,19582254,525,628343,4520,10060913,5971,2876304.85,84.23953647,83.55309123,44.92634018,207.5927383,4.620735574,2.464314822,2.484560837,1.008215677,,,,,,,,,1
case,APR 2022,202215,all_ages,Janssen,1310,2006555,21,38717,1105,2482806,14250,9087180.9,65.28602505,54.23973965,44.50609512,156.8143097,3.523434471,2.401958299,2.891133157,1.203656682,62.95381837,52.61717743,44.88135222,167.2757001,2.65711762,3.179108197,3.727064622,1.196449932,1
case,APR 2022,202215,all_ages,Moderna,14017,16388519,351,417989,4639,10268794,14250,9087180.9,85.52938798,83.9735017,45.17570418,156.8143097,3.471208973,1.8334553,1.867426111,1.018528301,88.26535165,90.37780299,45.15443301,167.2757001,1.895145682,1.850849374,3.704524427,0.976626436,1
case,APR 2022,202215,all_ages,Pfizer,18919,18048035,455,459824,6161,12054845,14250,9087180.9,104.8258162,98.95090295,51.10808144,156.8143097,3.068287936,1.49595124,1.58476886,1.059372003,106.0191415,103.377722,50.74931741,167.2757001,1.577787725,1.618102013,3.29611724,1.025551148,1
case,APR 2022,202215,all_ages,all_types,34290,36482411,829,922681,11918,24829418,14250,9087180.9,93.9904986,89.84687015,47.99951413,156.8143097,3.266997855,1.668405978,1.745350833,1.046118785,95.66235597,94.25964689,47.73016064,167.2757001,1.748605273,1.774626848,3.504612133,1.014881332,1
case,APR 2022,202216,50-64,all_types,20489,16697099,632,617717,8811,14679637,9949,6188944.05,122.709939,102.3122239,60.02192016,160.754402,2.678261569,1.31003571,1.571214034,1.199367332,,,,,,,,,1
case,APR 2022,202216,65+,all_types,20768,18824433,1282,1590239,5846,9916483,7319,2852653.85,110.3247041,80.61681294,58.95235236,256.5681076,4.352126715,2.325572589,3.182563268,1.368507387,,,,,,,,,1
case,APR 2022,202216,all_ages,Janssen,1632,1987253,43,71380,1346,2471245,17268,9041597.9,82.12341358,60.24096386,54.46647338,190.983941,3.506449549,2.325572364,3.170333421,1.363248665,80.59703262,60.57705398,55.8592801,204.5732146,2.538222661,3.377074341,3.662295938,1.330487822,1
case,APR 2022,202216,all_ages,Moderna,16975,15940165,815,1019579,5528,10157082,17268,9041597.9,106.4919968,79.93495355,54.42507996,190.983941,3.509116407,1.793411212,2.389241909,1.332233173,108.3142251,88.15695024,54.40782143,204.5732146,1.888701272,2.320556848,3.759996435,1.228652134,1
case,APR 2022,202216,all_ages,Pfizer,22612,17555996,1055,1109428,7759,11945033,17268,9041597.9,128.7993003,95.09404847,64.95586911,190.983941,2.940210695,1.482802629,2.008369021,1.354441233,129.287333,100.2291489,64.93430238,204.5732146,1.582314446,2.04105509,3.150464502,1.289917497,1
case,APR 2022,202216,all_ages,all_types,41257,35521532,1914,2207956,14657,24596120,17268,9041597.9,116.1464545,86.68651006,59.59069967,190.983941,3.204928656,1.644337245,2.203156418,1.339844624,117.0457568,92.39018674,59.53277103,204.5732146,1.747805476,2.21423099,3.436312657,1.266863516,1
case,APR 2022,202217,50-64,all_types,26452,16471058,1212,960685,11137,14593655,12421,6167566.05,160.5968481,126.1599796,76.31398714,201.3922494,2.638995247,1.254023673,1.596324365,1.272961906,,,,,,,,,1
case,APR 2022,202217,65+,all_types,25520,18022054,2361,2592190,7015,9778273,9235,2831730,141.6042811,91.08128648,71.74068468,326.1257253,4.54589647,2.303078147,3.580600778,1.55470225,,,,,,,,,1
case,APR 2022,202217,all_ages,Janssen,2033,1966062,71,105661,1679,2459906,21656,8999296.05,103.4046739,67.1960326,68.25464062,240.6410444,3.525636384,2.327177634,3.58117935,1.53885088,100.5420531,65.96225362,69.04819837,258.4370403,2.570437267,3.917953468,3.74284987,1.524236175,1
case,APR 2022,202217,all_ages,Moderna,21322,15459956,1529,1646973,6797,10051300,21656,8999296.05,137.9175982,92.83698033,67.62309353,240.6410444,3.558563085,1.744817539,2.592081771,1.485589016,140.5480816,103.5718246,67.5581991,258.4370403,1.838780277,2.495244641,3.825398601,1.357010771,1
case,APR 2022,202217,all_ages,Pfizer,28571,17030392,1970,1791013,9656,11838192,21656,8999296.05,167.7647819,109.9936181,81.56650948,240.6410444,2.950243254,1.434395477,2.187772786,1.52522287,168.3869682,119.8735508,81.41079685,258.4370403,1.53478053,2.155913783,3.174481154,1.404704934,1
case,APR 2022,202217,all_ages,all_types,51972,34493112,3573,3552875,18152,24371928,21656,8999296.05,150.6735606,100.5664427,74.47913025,240.6410444,3.230986231,1.597101996,2.392856285,1.498248885,151.9109119,110.1173198,74.22246295,258.4370403,1.701240793,2.346924541,3.481924879,1.379536953,1
case,MAY 2022,202218,50-64,all_types,34540,16271090,2103,1262452,14720,14519264,16344,6147265.05,212.2783415,166.5805908,101.3825494,265.8743338,2.622486171,1.252479796,1.596070302,1.274328183,,,,,,,,,1
case,MAY 2022,202218,65+,all_types,31695,17374815,3811,3404253,8595,9664524,11548,2814052.3,182.4192085,111.9482013,88.93350568,410.369061,4.614335822,2.249593474,3.66570482,1.629496557,,,,,,,,,1
case,MAY 2022,202218,all_ages,Janssen,2687,1948211,152,135132,2149,2449859,27892,8961317.35,137.9214058,112.4826096,87.71933405,311.2488813,3.548235798,2.256711925,2.767084462,1.226157593,135.445361,110.0323782,88.2852713,331.956606,2.450852532,3.016899311,3.760045148,1.230959134,1
case,MAY 2022,202218,all_ages,Moderna,27309,15063453,2431,2165919,8828,9963990,27892,8961317.35,181.293094,112.238731,88.59904516,311.2488813,3.513004917,1.716827015,2.773096938,1.6152454,185.4272575,127.5670376,88.45740291,331.956606,1.790225506,2.602213019,3.752728376,1.453567168,1
case,MAY 2022,202218,all_ages,Pfizer,36146,16598613,3320,2355155,12309,11747591,27892,8961317.35,217.7651832,140.9673673,104.7789287,311.2488813,2.970529333,1.429286706,2.207949876,1.544791446,218.5872294,155.7100599,103.7998945,331.956606,1.518645929,2.131889271,3.198043769,1.403809295,1
case,MAY 2022,202218,all_ages,all_types,66235,33645905,5914,4666705,23315,24183788,27892,8961317.35,196.8590234,126.7275305,96.4075603,311.2488813,3.228469638,1.581075004,2.45604787,1.553403769,198.6227612,141.5953716,95.68918529,331.956606,1.67129187,2.344402944,3.469113098,1.402748967,1
case,MAY 2022,202219,50-64,all_types,42133,16077673,3086,1552817,18131,14448334,20466,6127123.05,262.0590679,198.7355883,125.4885165,334.0229963,2.661781377,1.274609572,1.680740723,1.318631807,,,,,,,,,1
case,MAY 2022,202219,65+,all_types,38439,16807449,5564,4119252,10679,9561314,14215,2797022.3,228.7021665,135.0730667,111.6896694,508.2190442,4.550277987,2.222187275,3.762549091,1.693173718,,,,,,,,,1
case,MAY 2022,202219,all_ages,Janssen,3249,1932054,223,162273,2530,2440462,34681,8924145.35,168.1630017,137.4227382,103.6688955,388.6198469,3.748663909,2.31097116,2.827915176,1.223691245,165.0591833,134.0904993,105.6248207,413.688676,2.506305118,3.085145316,3.91658583,1.230953603,1
case,MAY 2022,202219,all_ages,Moderna,33394,14705411,3604,2636430,10964,9882601,34681,8924145.35,227.0864786,136.7000072,110.9424533,388.6198469,3.502895739,1.711329751,2.842866324,1.661203121,231.5795936,157.573,110.7344783,413.688676,1.786377934,2.625377926,3.735861516,1.469665447,1
case,MAY 2022,202219,all_ages,Pfizer,43842,16212955,4814,2861798,15273,11664373,34681,8924145.35,270.4133824,168.2159258,130.9371708,388.6198469,2.9679872,1.437132451,2.310244081,1.607537343,271.1656932,182.8248245,129.83103,413.688676,1.52559371,2.262759869,3.186362121,1.483199527,1
case,MAY 2022,202219,all_ages,all_types,80572,32885122,8650,5672069,28810,24009648,34681,8924145.35,245.0104944,152.5016709,119.9934293,388.6198469,3.238676061,1.586135516,2.548298944,1.60660859,246.8038411,169.6205876,119.1778422,413.688676,1.676184107,2.438906042,3.471187835,1.455034702,1
case,MAY 2022,202220,50-64,all_types,45199,15888780,3940,1831310,19930,14384142,23987,6105526.05,284.4711803,215.1465344,138.5553619,392.8736001,2.835499073,1.38106644,1.826074499,1.322220602,,,,,,,,,1
case,MAY 2022,202220,65+,all_types,40808,16316063,7050,4739172,11928,9473282,16387,2780220.3,250.1093554,148.7601632,125.9120123,589.4137238,4.681155617,2.356624057,3.962174491,1.681292559,,,,,,,,,1
case,MAY 2022,202220,all_ages,Janssen,3512,1916576,303,187960,2848,2431720,40374,8885746.35,183.2434508,161.2045116,117.1187472,454.3681353,3.87955085,2.47958731,2.818582004,1.136714159,178.9362647,157.3765299,119.0999688,482.757973,2.69793255,3.067534743,4.053384546,1.136994601,1
case,MAY 2022,202220,all_ages,Moderna,35761,14381725,4685,3059539,12373,9812411,40374,8885746.35,248.6558462,153.1276444,126.0954112,454.3681353,3.603367727,1.827297215,2.967250865,1.623846871,252.6747175,174.0299325,125.8868268,482.757973,1.91059073,2.77399391,3.834856952,1.451903784,1
case,MAY 2022,202220,all_ages,Pfizer,46628,15872681,5990,3310421,16601,11591218,40374,8885746.35,293.7625975,180.9437531,143.2204968,454.3681353,3.172507746,1.54671881,2.511101531,1.62350229,294.5129163,196.0053534,142.1308446,482.757973,1.639174197,2.46298361,3.396574292,1.50257588,1
case,MAY 2022,202220,all_ages,all_types,86007,32204843,10990,6570482,31858,23857424,40374,8885746.35,267.0623173,167.2632236,133.5349533,454.3681353,3.40261575,1.701356222,2.716485582,1.596658916,268.7563684,184.7858262,132.7731352,482.757973,1.796266172,2.61252707,3.635961238,1.454420904,1
case,MAY 2022,202221,50-64,all_types,44979,15699110,4551,2109966,20228,14319404,24424,6083931.05,286.5066873,215.6906794,141.2628626,401.4509665,2.841871947,1.401192308,1.861234652,1.328322059,,,,,,,,,1
case,MAY 2022,202221,65+,all_types,40666,15868521,7997,5308378,12238,9389164,16570,2764277.3,256.2683693,150.6486539,130.3417429,599.4333492,4.598936119,2.339084417,3.979015635,1.70109963,,,,,,,,,1
case,MAY 2022,202221,all_ages,Janssen,3432,1900939,285,213816,2777,2422643,40994,8848208.35,180.542353,133.2921765,114.6268765,463.3028335,4.041834233,2.566172567,3.475844163,1.354485746,175.5139436,130.5960586,116.1579764,491.9949327,2.803167216,3.767303072,4.235567355,1.343945181,1
case,MAY 2022,202221,all_ages,Moderna,35477,14080758,5364,3456822,12600,9743551,40994,8848208.35,251.9537656,155.1714262,129.3163037,463.3028335,3.582710148,1.83884068,2.985748373,1.623712378,255.3682727,174.4344105,129.0799506,491.9949327,1.926609471,2.820515351,3.811551914,1.463978764,1
case,MAY 2022,202221,all_ages,Pfizer,46639,15552828,6890,3734245,17050,11520435,40994,8848208.35,299.8747237,184.5085151,147.9978838,463.3028335,3.130469313,1.544987946,2.51101058,1.625262246,300.40608,200.3074921,147.247315,491.9949327,1.637766229,2.456198356,3.34128288,1.499724633,1
case,MAY 2022,202221,all_ages,all_types,85645,31567631,12548,7418344,32466,23708568,40994,8848208.35,271.3063898,169.1482627,136.9378361,463.3028335,3.383307686,1.707673873,2.739033946,1.603956111,272.677693,185.9447854,136.2682692,491.9949327,1.804309429,2.645919494,3.610487866,1.46644442,1
case,JUN 2022,202222,50-64,all_types,42944,15496105,5166,2407592,19632,14250114,24607,6067153.05,277.127704,214.5712396,137.7673189,405.5773737,2.943930222,1.463503532,1.890175843,1.291541702,,,,,,,,,1
case,JUN 2022,202222,65+,all_types,40419,15431569,9065,5867542,12408,9304062,17393,2752668.3,261.9241115,154.4939942,133.3611061,631.8596396,4.737960398,2.41237676,4.089865387,1.695367595,,,,,,,,,1
case,JUN 2022,202222,all_ages,Janssen,3244,1883915,362,241176,2608,2413292,42000,8819821.35,172.1946054,150.0978538,108.0681492,476.2001217,4.406479847,2.765476425,3.172597805,1.147215639,168.8374315,147.0463608,108.4430277,509.0638232,3.01511234,3.461927385,4.6942974,1.14819184,1
case,JUN 2022,202222,all_ages,Moderna,35213,13779336,6078,3857508,12534,9672230,42000,8819821.35,255.549324,157.5628618,129.5874891,476.2001217,3.674738394,1.863437219,3.022286573,1.621888058,257.3683141,173.2730409,129.4534451,509.0638232,1.977958417,2.937928604,3.932408464,1.485333857,1
case,JUN 2022,202222,all_ages,Pfizer,44829,15232014,7777,4162133,16854,11446866,42000,8819821.35,294.3077652,186.8513092,147.236807,476.2001217,3.234246459,1.618034513,2.548551165,1.575090731,294.5216681,201.6424315,147.0524038,509.0638232,1.728442686,2.524586812,3.461785119,1.460613552,1
case,JUN 2022,202222,all_ages,all_types,83363,30927674,14231,8275134,32040,23554176,42000,8819821.35,269.5417703,171.973046,136.0268345,476.2001217,3.500780736,1.766702509,2.769039293,1.567348934,270.1745926,187.0959057,135.7522104,509.0638232,1.884203167,2.720870995,3.749948686,1.444043319,1
case,JUN 2022,202223,50-64,all_types,42690,15281161,5803,2717431,19820,14181308,25184,6048153.05,279.3635902,213.5472805,139.7614381,416.3915792,2.979302338,1.49050053,1.949880037,1.30820486,,,,,,,,,1
case,JUN 2022,202223,65+,all_types,40403,15018818,9763,6393964,12499,9225976,17904,2738918.3,269.015844,152.6908816,135.4761816,653.6887208,4.825119169,2.429926473,4.281124806,1.761833066,,,,,,,,,1
case,JUN 2022,202223,all_ages,Janssen,3417,1866511,384,268893,2703,2403953,43088,8787071.35,183.0688381,142.8077339,112.4398023,490.3567785,4.361060484,2.678537668,3.433685033,1.281925236,177.4987641,138.4838152,114.6378562,524.9154998,2.957291013,3.790446551,4.578901918,1.281729304,1
case,JUN 2022,202223,all_ages,Moderna,35212,13487959,6672,4241789,12716,9606261,43088,8787071.35,261.062478,157.2921237,132.372002,490.3567785,3.704384396,1.878311974,3.117490991,1.659730137,262.7819192,174.2841973,132.2557324,524.9154998,1.997532789,3.011836459,3.968943276,1.507778233,1
case,JUN 2022,202223,all_ages,Pfizer,44373,14913874,8499,4585494,16857,11375398,43088,8787071.35,297.5283283,185.3453521,148.1882216,490.3567785,3.30901318,1.648101145,2.645638388,1.605264577,297.5161108,198.7395222,147.7174382,524.9154998,1.764326303,2.641223518,3.553510717,1.497015327,1
case,JUN 2022,202223,all_ages,all_types,83093,30299979,15566,9111395,32319,23407284,43088,8787071.35,274.2345135,170.8410183,138.0724052,490.3567785,3.551446634,1.788092871,2.870252024,1.605202991,274.6312197,185.7156136,137.801647,524.9154998,1.911346788,2.826447866,3.80921064,1.478772917,1
case,JUN 2022,202224,50-64,all_types,41256,15126741,6275,2943545,19448,14129041,25896,6031545.05,272.7355483,213.1783275,137.6455769,429.342727,3.119190145,1.574208899,2.01400739,1.279377465,,,,,,,,,1
case,JUN 2022,202224,65+,all_types,40470,14754285,10562,6736824,12610,9171055,18510,2728141.3,274.2931969,156.7801088,137.4978124,678.4839187,4.934507006,2.473571807,4.327614796,1.749540799,,,,,,,,,1
case,JUN 2022,202224,all_ages,Janssen,3280,1854418,421,288554,2625,2397106,44406,8759686.35,176.8749009,145.8999009,109.5070472,506.935959,4.629254205,2.866070632,3.474546287,1.212303092,171.7138033,142.6407677,113.156601,543.2833279,3.163888502,3.808752131,4.801163372,1.20381996,1
case,JUN 2022,202224,all_ages,Moderna,35090,13290773,7317,4506246,12915,9557556,44406,8759686.35,264.0177513,162.374624,135.1286877,506.935959,3.751505084,1.92008286,3.122014674,1.625979138,264.152829,176.0812999,135.0523514,543.2833279,2.056700774,3.085411843,4.022760967,1.500175369,1
case,JUN 2022,202224,all_ages,Pfizer,43292,14704726,9089,4869736,16483,11323841,44406,8759686.35,294.4087499,186.6425613,145.5601505,506.935959,3.482656189,1.721878032,2.716079095,1.57739343,294.3156339,200.2337025,145.4110262,543.2833279,1.845920724,2.713246177,3.736190727,1.469860619,1
case,JUN 2022,202224,all_ages,all_types,81726,29881026,16837,9680369,32058,23300096,44406,8759686.35,273.5046648,173.9293203,137.5874159,506.935959,3.684464567,1.853481948,2.914608981,1.57250465,273.4479131,187.3855356,137.5779993,543.2833279,1.986789081,2.899281026,3.948911386,1.459279726,1
case,JUN 2022,202225,50-64,all_types,43971,14975290,7251,3170556,21457,14073682,26919,6015870.05,293.6236961,228.698058,152.4618788,447.4664475,2.934939874,1.523945286,1.956581754,1.283892389,,,,,,,,,1
case,JUN 2022,202225,65+,all_types,44001,14492784,12278,7079236,13710,9113690,19153,2717998.3,303.6062636,173.4367946,150.4330299,704.6729941,4.684297024,2.321009408,4.06299595,1.750529721,,,,,,,,,1
case,JUN 2022,202225,all_ages,Janssen,3567,1842034,477,308952,2905,2389980,46072,8733868.35,193.6446341,154.3929154,121.5491343,527.5096687,4.339888324,2.724111985,3.416670171,1.254232642,189.5063926,149.803262,124.335202,565.0956049,2.981934261,3.772251667,4.544936556,1.265035154,1
case,JUN 2022,202225,all_ages,Moderna,37892,13096670,8467,4770058,14035,9506399,46072,8733868.35,289.3254545,177.5030828,147.6373967,527.5096687,3.57300847,1.823239748,2.971833844,1.629974252,289.2011498,191.4848077,147.5203726,565.0956049,1.953988099,2.951125009,3.83062756,1.510308589,1
case,JUN 2022,202225,all_ages,Pfizer,46432,14498716,10570,5154391,18187,11269500,46072,8733868.35,320.2490483,205.0678732,161.3824926,527.5096687,3.268692039,1.64718575,2.572366215,1.561673427,320.0161064,217.1648677,161.1551469,565.0956049,1.765834887,2.602150205,3.506531536,1.473609013,1
case,JUN 2022,202225,all_ages,all_types,87972,29468074,19529,10249792,35167,23187372,46072,8733868.35,298.5332533,190.5306956,151.6644491,527.5096687,3.478136583,1.767004724,2.76863351,1.566851222,298.1890582,203.4252337,151.5340183,565.0956049,1.895091686,2.777903186,3.729166633,1.46584105,1
case,JUN 2022,202226,50-64,all_types,47263,14853153,8370,3359757,22167,14024761,29874,6001165.05,318.2017986,249.1251599,158.0561694,497.803339,3.149534378,1.564426541,1.998205798,1.277276846,,,,,,,,,1
case,JUN 2022,202226,65+,all_types,47929,14286181,13945,7356933,14621,9062606,21940,2708501.3,335.4920395,189.5490961,161.3332854,810.0420701,5.020923415,2.414489689,4.273521145,1.769947979,,,,,,,,,1
case,JUN 2022,202226,all_ages,Janssen,3815,1832030,541,326260,2795,2383454,51814,8709666.35,208.2389481,165.8186722,117.2667901,594.9022376,5.073066611,2.856825023,3.587667357,1.255823275,203.8664453,161.8461878,119.8772275,640.6005553,3.142255973,3.958082449,5.34380523,1.259630814,1
case,JUN 2022,202226,all_ages,Moderna,41826,12943074,9936,4984681,15095,9461220,51814,8709666.35,323.153526,199.3307094,159.5460205,594.9022376,3.728718747,1.840927577,2.984498672,1.621192875,322.5635764,217.5443892,159.5406032,640.6005553,1.985966805,2.944688933,4.015282269,1.482748314,1
case,JUN 2022,202226,all_ages,Pfizer,49493,14333995,11827,5388867,18845,11221265,51814,8709666.35,345.2840607,219.4709946,167.9400674,594.9022376,3.542348451,1.722935708,2.710618953,1.573256008,344.9970188,230.6995234,168.0042937,640.6005553,1.856829249,2.776774506,3.813001091,1.495438802,1
case,JUN 2022,202226,all_ages,all_types,95192,29139334,22315,10716690,36788,23087367,51814,8709666.35,326.6787086,208.2266073,159.342553,594.9022376,3.733480017,1.821062169,2.856994336,1.568861505,326.1092041,221.8790331,159.5549041,640.6005553,1.964374348,2.887161289,4.014922379,1.469761246,1
case,JUL 2022,202227,50-64,all_types,48804,14752226,8865,3522125,23278,13979874,31151,5987539.05,330.8246498,251.6946446,166.5107997,520.2638303,3.124505024,1.572627162,2.067043704,1.314388911,,,,,,,,,1
case,JUL 2022,202227,65+,all_types,50038,14115614,15061,7590052,15765,9017168,22971,2700245.3,354.4868824,198.4307881,174.8331627,850.7004901,4.865784482,2.399808095,4.287139603,1.786451013,,,,,,,,,1
case,JUL 2022,202227,all_ages,Janssen,4020,1823750,620,341233,3090,2377465,54122,8687784.35,220.4249486,181.6940331,129.9703676,622.9666601,4.793143788,2.826207578,3.428657779,1.213165588,216.9083663,178.7559946,134.8932519,671.383568,3.095240537,3.755866031,4.977147176,1.213432684,1
